Name;Tag;Coordinates;Base Item;Attack Damage;Attack Speed;Ability;Armor;Armor Toughness;Enchantments;Bonus Stats;Obtain
Ihb's Letter Home;Book;['(1807, 108, 3311)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the ruins of Kazzani, at the southern edge of the North Heartwood. It is written by Devro Ihb to the people of his hometown, after his books describing his travels have made him a famous figure among the children of the town in particular.']
Initiate's Report;Book;['(-938, 182, -4153)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in the Star-Rise Bastion on the Island of Dawn, documenting a Star-Kin initiate's discovery of the ruins of Xor'Huul."]
Intelligence Officer's Draft;Book;['(-216.5, 9, 1621.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame in the Admin Wing|Administrative Wing of the Av'Sal Repository. It contains both formal and informal logs of world events from an Avsohmic intelligence officer."]
Introduction to Alchemy;Book;['(-349, 96, 1804)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in the ruined university at Av'Sal. It provides, as the title suggests, a brief introduction to alchemy, primarily focusing on the three major schools of alchemy and the main goal of all alchemists—to complete the Great Work."]
Islands of the Realm;Book;['(5972, 77, -1073)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Highfall library, and describes the three major outlying islands of Drehmal: The Island of Dusk, Island of Dawn, and Sahd.']
Journal of Councilman Kihfs'Mihnar;Book;['(4545, 113, 1585)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Insohmic Library, east of Mossfield|New Mossfield. In it, an Insohmic council member chronicles the mental decline of Ultva|Ultva Utofal, a co-founder of the Order of Insohm, as he becomes infatuated with ancient Avsohm|Avsohmic technology.']
Journal of Krihs;Book;['(3062, 71, -3463)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Faehrcyle. Written by a traveler seeking information about their Faehrcylian ancestors, the book hints at the location of a Runic Catalyst.']
Journal of a Devotee;Book;['(882, 66, 486)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the small shack inside the Primal Caverns, written by a devotee of Drehmal about their desire to meet the deity.']
Journal of the Lohrax;Book;['(3738, 73, 465)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["Found in a chest within the hollowed stump of a tree in the northern portion of the Spearhead Forest region's large lake."]
Journey to the Star-Rise;Book;['(2087, 114, -807)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in the Dusps library. It tells of a fantastical, forgotten land that was home to Rihelma.']
Juniper's Journal;Book;['(5626, 187, 3010)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Teiruun Monastery. It contains the writings of a teenage girl who made the journey to Teiruun from Mossfield.']
Just Two Weeks...;Book;['(5024.5, 79, 1104.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in a house in Sevick, an island northeast of Mossfield. It tells the story of a Drehmari about to turn 16 years old as Sevick\'s plague craze hits, with the author\'s family quickly devolving to the point of attempting to surgically remove "infected" tissue from themselves, despite the fact there is likely no plague at all.']
Kovis's Hypothesis;Book;['(-2743, 29, 2150)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a shulker box in the Exodus Vault. It contains some facts and some speculation on how the Resonant Eye functions from Kovis, a Blue Exodus staffer.']
Last Notes;Book;['(-2262.5, 97, 2112.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame in an old Avsohmic ship wrecked in Nimahj Swamp, pondering on the location of one of the ship's crewmembers who left to find help at the Exodus Citadel. The coordinates mentioned in the book as Dahmar's last known location point players to a chest and small tomb-like structure with a skeleton head."]
Letter Awaiting Delivery;Book;['(3782, 67, 3393)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at the Firteid docks. Written by a Drehmari in Mossfield, it is addressed to a Maelmari living in Rhaveloth who was his uncle before being ascended. The letter asks Amos (known as Gharak Ahgel as a Maelmari) to come home and see his family.']
Letter from Gohri;Book;['(26949, 98, -153)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest within the Primary Energy Collection Facility, written from Gohri Zed to Thresa Vera.']
Letter from a Faraway Land;Book;['(-2704, 71, -1769)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Athrah. It written by a Casain trader procuring goods from elsewhere to sell in Athrah, writing home to his family before beginning the trip back.']
Letter of Thanks;Book;['(5563, 241, 2974)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book is dropped by Abbot Balthysar atop Teiruun Monastery. Written by the Abbot himself, it espouses the goal of the monastery: creating new Virmari for the first time since the departure of Virtuo.']
Letter to Nimbog Mining Crew;Book;['(-2417, 60, 2777)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an abandoned mineshaft in Nimahj Swamp, hinting at the location of an ore vein below this location. A diamond ore vein can be found at the bottom of this mine, hidden behind coal ore.']
Letter to Nobody in Particular;Book;['(-589, 107, 4671)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in a manor on the outskirts of Eloa, containing one last message from the noblewoman who last inhabited the manor. She and her family fled Eloa after Maelmari forces began to re-assert control over the area, and leaves the hall and the Sharksbane artifact to whoever finds this book.']
Lofty Reflections;Book;['(-2894, 83, 5185)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Rhaveloth.']
Loneliness;Book;['(3156, 151, 761)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at a church in western Spearhead Forest. It is written by a person who has begun squatting in the abandoned church, and has appointed themselves its guardian.']
MP's Notes;Book;['(2025.5, 112, -762.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the Parliament building in Dusps, describing increasing political tensions in the region between Dusps and Ancehl.']
Madman's Notes;Book;['(26867, 75, -135)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["The Madman's Notes can be found in a chest in the Primary Energy Collection Facility, near the dungeon's entrance."]
Madman's Scrawl;Book;['(26962, 98, -128)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["The Madman's Scrawl can be found in a chest in the Primary Energy Collection Facility, near the top of the facility."]
Man's Diary;Book;['(980, 66, -2844)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["Located in the chest in a tent on the forested western coast of Faehrcyle, just south of Schlonko, this book describes a Drehmari's account of turning after being cursed by a necromancer in Lorahn'Kahl."]
Manifesto of the Gatewatch;Book;['(1811, 42, -4288)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Faehrcyle, just outside the door to Mt. Yavhlix. It describes the duty of the Yavhlix Gatewatch, whose orders are to immediately seal off the facility in the event of communication loss to prevent any potential catastrophe from escaping the mountain.']
Manifesto of the Sunchasers;Book;['(-3993, 69, 6051)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in the Burnt Palace. It contains the result of a Maelmari study on the Torahn, concluding that it is, in fact, a pufferfish.']
Meat Shipments;Book;['(-3981, 63, 6020)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Burnt Palace.']
Memo of a Drehmari Devotee;Book;['(-3166, 70, 5249)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at a small camp in the Crimson Gorge. It is written by a Drehmari devotee of Maelihs, in which they profess their reasons for switching allegiances from Virtuo to Mael.']
Memoir of Devro Ihb;Book;['(1784, 121, 3211)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in the ruins of Kazzani, at the southern edge of the North Heartwood. Written by Devro Ihb, it would be his final piece of writing before taking a position in the Avsohmic government, as he leaves behind his hometown of Kazzani for the final time.']
Memoir of a Tutor;Book;['(7, 177, 1781)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest atop a hill in southeastern Av'Sal. Written by a former tutor of Avsohmic founder Drehn|Drehn Mal'Sohm, it recounts how he was a bright student and a capable leader from his early days, as well as providing insight into the method through which he obtained the title of Emperor."]
Merchant's Lament;Book;['(-3328.5, 200, 3893.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the northern extent of The Carmine, noting new tariffs imposed by Maelihs.']
Merchant's Praise;Book;['(-61, 73, 1520)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in northeastern Av'Sal, written by a merchant happy that Anyr has brought Avsohm out of an economic recession."]
Midwit's Records;Book;['(-2083, 123, 5987)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern at a Maelmari lookout in the southeastern portion of The Carmine.']
Monk Gehru's Memoir;Book;['(3357, 82, 3352)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest outside the Kiln of Virtuo, in the Kiln Attendants' Residence building. It is written by Monk Gehru, and contains Gehru's account of Virtuo's departure and their own subsequent appointment to the Grand Parish as the only remaining member, as well as their attempts to rebuild the Parish and the Kiln."]
Moons of the Realm;Book;['(-1553, 66, -473)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest on the lower floor of the library in Okeke. It provides a brief description of the three moons of Drehmal.']
Musings of Kahmas;Book;['(-2650, 32, 2125)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Exodus Vault, in which Kahmas Tuhs ponders whether the continued expansionism of Avsohm is warranted, or if it will ultimately become too dangerous.']
Necromancer's Final Sermon;Book;['(-1671, 18, 5231)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in an underground necromantic church in the Moonspires region of Lorahn'Kahl. It is the last sermon of a necromancer, explaining why the Tri-Moon Theocracy has fallen, and encouraging those who would listen to continue to pursue the Great Work."]
Negotiation Notes;Book;['(3193.5, 88, 3256.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the Divination Facility at the Kiln of Virtuo. It contains the initial negotiation between the Project ArkAngel researchers and the representatives of Virtuo for the former to utilize the space behind the Kiln for Project ArkAngel, with the Virmari ultimately accepting in the hopes that learning more about divine magic can help the Drehmari.']
Notes from Gnathn;Book;['(-2250, 86, 2119)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in a wrecked Avsohmic ship in Nimahj Swamp. It states that the ship's captain has disappeared, and the rest of the crew is now stuck."]
Notes from the Head Architect;Book;['(-4051, 34, 5956)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Burnt Palace.']
Notes of a Regionalist Senator;Book;['(-199, 81, 1646)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest on the central island of Av'Sal. Written by a Regionalist senator, it laments the newfound popularity of Emperor Anyr, whose Centralist policies are sweeping Avsohmic elections and taking more power away from the individual regions."]
Observations of an Underling;Book;['(-4026, 55, 5958)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Burnt Palace, describing the fallout of the betrayal of Klyhf|Klyhf Him'Lahk, an alchemist who was in the service of Maelihs for eleven years before attempting to sacrifice the deity to complete the Great Work."]
Off the Beaten Path;Book;['(3831, 69, 3612)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in southern Firteid. It points the player toward the black market beneath the Merchant's Guild."]
Official Records 1;Book;['(-364, 107, 773)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Thesund. It establishes that this village was established by the children of Avsohmic citizens shortly after the fall of the empire, who were attempting to distance themselves from their past and the perceived sins of their ancestors.']
Old Memories;Book;['(-483, 74, -1955)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a lectern in a room at the bottom of the ICS Arbiter. It tells the story of how Vahid came to become the head of the Insohm|Order of Insohm, giving a speech that was so well-received by the Grand Council of Insohm that he was instantly appointed to the position of Master of Insohm, uniting the coalition behind a common hatred of Maelihs.']
Old Mossfield;Book;['(4132, 67, 1756)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in the Mossfield Library, and points the player towards the ruins of old Mossfield, a much greater city whose ruins lie just to the east of the current village of New Mossfield.']
Old Villager's Journal;Book;['(2896, 74, 1265)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Helmshire. It describes a series of disappearances that fractured the community, resulting in about half of the village choosing to leave for a supposed sanctuary to the north.']
On Alchemy;Book;['(1525, 141, -1979)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Ancehl Castle. Its text gives an overview of the study of alchemy. It is one of three books in the room with the "Dusty Memo," which hints at a puzzle involving the books, in which each of the books must be turned to the page that contains their respective passage in the memo.']
One Year Update;Book;['(3186.5, 88, 3258.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame in the Divination Facility at the Kiln of Virtuo, showing that there was little progress on Project ArkAngel in the first year after the researchers' occupation of the Divination Facility."]
Origins of the Casain;Book;['(-2710, 53, -1834)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Athrah library, describing the formation of the Casain ethnic group out of earlier tribes.']
Origins of the Xorhei;Book;['(-1221, 66, -4150)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Xor'Huul. It describes how the city came to be, explaining that its inhabitants were originally the final tribe in the far north of Casai to be assimilated under King Athrah Zarha in the founding of the Casain Empire. They were sent away to the far north, and landed on the Island of Dawn, where they settled in a series of caverns and came to worship the Vorthrah (crystal mites) that inhabited the island."]
Ornstehn's Journal;Book;['(-207, 106, 1648)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the large domed building on the central island of Av'Sal. Within, the Mihkmari Ornstehn ponders the nature of a picture he found of a large, foreboding door, but ultimately decides not to pursue it, instead looking towards the door in Av'Sal's ruins."]
docs/Lore/Books/Owwer_Cold_Crysys.md;Book;['(1029.5, 99, -3007.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame at the Crystalline Colonnade, sacred place of Loe. It is not a writable book, and provides hints as to the accepted Devotion gifts for Loe.']
Paranoïa;Book;['(3145, 153, 762)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at a church in western Spearhead Forest.']
Parent's Concerns;Book;['(-435, 104, 1626)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in a ruined house in southwestern Av'Sal, just north of the large statue. WIthin, a parent wonders how they will explain to their daughter why Avsohm is so great, and ultimately settles on the efforts of founder Drehn|Drehn Mal'Sohm as the primary reason for their patriotism."]
Patron's Pleas;Book;['(26898, 117, -139)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest inside the Primary Energy Collection Facility.']
Perfection Minister's Optimism;Book;['(3260.5, 85, 3288.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame behind the Kiln of Virtuo. It is not a writable book, and serves as a hint to the accepted Devotion gifts for Virtuo.']
Pillager Report;Book;['(2252, 50, 2476)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in one of the buildings in Gozak, referencing pillager activity at Castle Scarstone to the northeast of Gozak.']
Planning a Voyage;Book;['(-2134, 67, -2139)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in a shelter on a large volcanic island northeast of Casai, written by a traveler who was preparing to sail from this island north to the Island of Dusk.']
Plea to the Wind;Book;['(2216, 80, 2927)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern at a shrine to Rihalae in the North Heartwood, south of Gozak.']
Possible Mining Location;Book;['(-2969, 125, -218)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Ebonrun, referencing the large volcanic island northeast of Casai as a potential spot for a mining operation.']
Post-Ritual Announcement;Book;['(-2783.5, 53, 5347.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the Sepulchral Altar. It is not a writable book, and provides a hint as to the accepted Devotion gifts for Maelihs.']
Powerless;Book;['(3208, 40, 3364)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in a room beneath the Kiln of Virtuo. Written by Virtuo, it expresses her frustration with her own inaction over the course of history.']
Practical Biomechanics;Book;['(-348, 104, 1807)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in the ruined university at Av'Sal. It describes the field of Practical Biomechanics, the use of Alchemy to produce everyday materials such as wood."]
Precepts of the Tidal Dynasty;Book;['(3737, 141, 3498)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern toward the top of the palace in Firteid. It lays out the guidelines by which the Tidal Dynasty operated.']
Prefect's Grumblings;Book;['(2138, 116, -878)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in the Golden Order Star Center observatory at Dusps. It contains some records on the astronomical observations of the moons of Drehmal, and posits that the [Aspects](/Lore/Higher_Beings/Aspects/) may still be alive.']
Previous Cultivator's Findings;Book;['(2175, 111, -828)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the dark green building (Ehrmion's Home) in Dusps. It describes a cornflower blooming early and seeming to establish a psychic hold over the author, who becomes obsessed with maintaining it. It has the exact same contents as Growing Fear, with the exception of uncapitalized month abbreviations."]
Priest's Diary;Book;['(-1266, 46, -4067)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book is found in a chest in the ruins of Xor'Huul. It details the process of a Xorhai priest becoming one of Koh's ascended, which turns into a debilitating sickness that spreads throughout the city."]
Priestess of Virtuo's Notes;Book;['(5907, 71, -1115)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at the Parish of Virtuo in Highfall, expressing dissent against the worship of Virtuo as opposed to more traditional worship of Tethlaen in the far north.']
Project ArkAngel;Book;['(3190.5, 88, 3241.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame in the Divination Facility at the Kiln of Virtuo. It describes the creation of Project ArkAngel, which resulted in the creation of the facility that we find this book in, with the ultimate goal of creating a portal to Lo'Dahr."]
Project Moonstrider;Book;['(3230, 89, -629)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Azimuth Labs. Written by Vohski Ottis, it provides an account of a Red Dawn project that attempted to create an experimental runic anti-aging treatment, and ended in the death of a volunteer.']
Quartermaster's Notes;Book;['(-2879, 70, 5202)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Rhaveloth, with a Maelmari quartermaster presumably receiving a shipment of Runic Catalyst|Runic Catalysts.']
Regarding the Aphelion;Book;['(-3958, 64, 6003)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Burnt Palace. It contains intel on the Aphelion, to be delivered to the Burnt Generals.']
Regent's Planner;Book;['(1527, 157, -1966)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in Ancehl Castle. Written by the Regent of Ancehl, presumably Ehzar, it shows that by the present day, the Duke of Ancehl has died, meaning a regent must take over for the child Duchess, and discusses Ehzar's ambition to complete the Great Work."]
Reports from a Mihkmari;Book;['(-475.5, 113, 1466.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame in a large building in northwestern Av'Sal, and describes the Mihkmari's attempts to pillage the ruins of the city, finding nothing functional except a large door."]
Researcher Arlea's Discovery Log;Book;['(2447.5, 132, 1128.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame in Sal'Mevir. It details a discovery that leads to the DoS taking over Sal'Mevir and the creation of the Temporal Engine."]
Researcher Cehva's Side Project;Book;['(27341, 124, 96)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Numencore. Written by a researcher at the Numencore Facility, it pulls together different anecdotes about the life of Orix Cehein, who has become something of a hero to the author. The book claims that Orix was a masterful arcanist, having previously served as a soldier in the Divine Schism and worked as a covert operative for the Empire before being assigned to Mt. Yavhlix, where what he saw within the Resonant Eye changed him.']
Researcher Noam's Rant;Book;['(2570, 181, 1221)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Sal'Mevir."]
Resignation;Book;['(1818, 66, -4183)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in a small camp outside Mt. Yavhlix. It is written by an Insohmic official who had been attempting to open the gate to the facility within the mountain, but has effectively given up after finding no way to enter.']
Sahndi's Diary;Book;['(2510, 153, 1185)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Sal'Mevir. Written by a janitor at the facility who overheard a conversation involving Baen Vehmil and Thresa Vera, the book recounts that janitor's best understanding of what was spoken about, including Mt. Yavhlix."]
